School Name,Student Number,Grade,Program Code,BPS Race,First Lang,Home Lang,Home Lang 2,Home Lang 3,SN Code,21-22 ACCESS Overall,22-23 ACCESS Overall,,,,,,,,,,,,,,,,,
School BU,101628,10,BLM,Hispanic,Spanish,Spanish,,,,1.9,2.5,,,,,,,,,,,,,,,,,
School S,249937,1,SI4,Black,Haitian Creole,Haitian Creole,,,Y3,1.2,1.8,,,,,,,,,,,,,,,,,
School CE,143023,2,SI4,Hispanic,Spanish,Spanish,,,Y3,1.6,2.2,,,,,,,,,,,,,,,,,
School Z,232328,1,REG,White,Albanian,English,Albanian,,,1.6,2.2,,,,,,,,,,,,,,,,,
School BP,233670,6,BIK,Black,Cape Verdean,Cape Verdean,,,,1.9,2.5,,,,,,,,,,,,,,,,,
School AI,153529,1,SX4,Black,English,English,Cape Verdean,,X4,1,1.6,,,,,,,,,,,,,,,,,
School P,241176,6,TLS,Hispanic,Spanish,Spanish,,,,1.6,2.2,,,,,,,,,,,,,,,,,
School O,256668,1,BLM,Hispanic,Spanish,English,Spanish,,,1.2,1.8,,,,,,,,,,,,,,,,,
School AV,115379,3,TLH,Black,Haitian Creole,Haitian Creole,,,,1.9,2.5,,,,,,,,,,,,,,,,,
School BM,244804,3,REG,Black,Cape Verdean,Cape Verdean,,,,1.6,2.2,,,,,,,,,,,,,,,,,
School AD,194709,2,BLM,White,Portuguese,Portuguese,,,R1,1.6,2.2,,,,,,,,,,,,,,,,,
School CF,245891,8,SL4,Hispanic,Spanish,English,Spanish,,L4,1.9,2.5,,,,,,,,,,,,,,,,,
School BC,138317,1,REG,Hispanic,Spanish,Spanish,,,,1.4,2,,,,,,,,,,,,,,,,,
School Q,282730,2,TLV,Asian,Vietnamese,Vietnamese,,,,1.9,2.5,,,,,,,,,,,,,,,,,
School AD,265625,4,SQ4,Hispanic,Spanish,Spanish,,,Q4,1.9,2.5,,,,,,,,,,,,,,,,,
School BG,180191,1,SI4,Hispanic,Spanish,Spanish,,,Y3,1.4,2,,,,,,,,,,,,,,,,,
School H,213120,1,SI4,Hispanic,English,English,Spanish,,Y3,1.4,2,,,,,,,,,,,,,,,,,
School CE,132928,1,BLS,Hispanic,Spanish,English,Spanish,,,1.9,2.5,,,,,,,,,,,,,,,,,
School AA,168775,1,BLM,Asian,English,Gujarati,English,,,1.9,2.5,,,,,,,,,,,,,,,,,
School P,148408,1,TLS,Hispanic,Spanish,English,Spanish,,,1.2,1.8,,,,,,,,,,,,,,,,,
School AK,258954,1,BLS,Hispanic,Spanish,English,Spanish,,,1.5,2.1,,,,,,,,,,,,,,,,,
School AP,240338,1,BLS,Hispanic,Spanish,Spanish,,,,1.9,2.5,,,,,,,,,,,,,,,,,
School BB,298264,4,REG,Hispanic,Spanish,Spanish,,,,1.5,2.1,,,,,,,,,,,,,,,,,
School Y,185366,1,REG,Hispanic,Spanish,Spanish,,,,1.2,1.8,,,,,,,,,,,,,,,,,
School BD,292468,1,REG,Hispanic,Spanish,Spanish,English,,,1.5,2.1,,,,,,,,,,,,,,,,,
School B,170607,9,BLM,Black,Cape Verdean,English,Cape Verdean,,R2,1.9,2.5,,,,,,,,,,,,,,,,,
School AD,146669,2,BLM,Hispanic,Spanish,Spanish,Spanish,,,1.6,2.2,,,,,,,,,,,,,,,,,
School CC,191217,1,REG,Hispanic,English,English,Spanish,,,1.9,2.5,,,,,,,,,,,,,,,,,
School P,279694,2,TLS,Hispanic,Spanish,Spanish,,,,1.9,2.5,,,,,,,,,,,,,,,,,
School AU,236483,3,SI4,Hispanic,Spanish,Spanish,,,L3,1.9,2.5,,,,,,,,,,,,,,,,,
School AP,200572,4,BIS,Hispanic,Spanish,English,Spanish,,,1.9,2.5,,,,,,,,,,,,,,,,,
School BC,201104,1,SI4,Hispanic,Spanish,English,Spanish,,Y3,1,1.6,,,,,,,,,,,,,,,,,
School U,149738,2,BLM,Asian,Vietnamese,English,Vietnamese,,S1,1.9,2.5,,,,,,,,,,,,,,,,,
School BA ,237324,1,SI4,Hispanic,Spanish,Spanish,,,Y3,1,1.6,,,,,,,,,,,,,,,,,
School N,146841,2,BLS,Hispanic,Spanish,Spanish,,,R1,1.9,2.5,,,,,,,,,,,,,,,,,
School AP,225938,2,SI4,Hispanic,Spanish,Spanish,English,,Y3,1.8,2.4,,,,,,,,,,,,,,,,,
School BO,285628,4,BIS,Hispanic,Spanish,Spanish,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School O,283084,1,BLM,Hispanic,English,English,Spanish,,P1,1.7,2.3,,,,,,,,,,,,,,,,,
School CS,156362,1,REG,Hispanic,Spanish,Spanish,,,R1,1.7,2.3,,,,,,,,,,,,,,,,,
School AD,268955,3,BLM,Hispanic,Spanish,Spanish,,,S1,1.8,2.4,,,,,,,,,,,,,,,,,
School BO,205617,4,REG,Hispanic,Spanish,English,English,,S1,1.8,2.4,,,,,,,,,,,,,,,,,
School BN,148471,8,BLM,Black,Haitian Creole,English,Haitian Creole,,,1.8,2.4,,,,,,,,,,,,,,,,,
School CP,125354,12,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School L,137669,4,REG,Hispanic,Spanish,Spanish,,,,1.7,2.3,,,,,,,,,,,,,,,,,
School BN,227295,1,REG,Black,Cape Verdean,Portuguese,English,,,1.3,1.9,,,,,,,,,,,,,,,,,
School CD,208706,12,BLM,Hispanic,Portuguese,Portuguese,,,,1.7,2.3,,,,,,,,,,,,,,,,,
School CJ,249181,8,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School N,117203,4,BLS,Hispanic,Spanish,English,Spanish,,,1.7,2.3,,,,,,,,,,,,,,,,,
School W,267216,9,BIS,Hispanic,Spanish,Spanish,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School N,145179,1,SI4,Hispanic,Spanish,Spanish,,,Y3,1.3,1.9,,,,,,,,,,,,,,,,,
School W,179488,11,BLS,Hispanic,Spanish,Spanish,English,,,1.8,2.4,,,,,,,,,,,,,,,,,
School CD,248461,10,BLM,Hispanic,Portuguese,Portuguese,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School AD,170374,1,REG,Hispanic,English,English,Spanish,,R1,1.3,1.9,,,,,,,,,,,,,,,,,
School BY,277475,2,REG,Hispanic,English,English,Spanish,,,1.8,2.4,,,,,,,,,,,,,,,,,
School CC,272782,K2,KED,Hispanic,Spanish,Spanish,English,,,1.1,1.7,,,,,,,,,,,,,,,,,
School J,263438,1,REG,Black,Haitian Creole,English,Haitian Creole,,S1,1.7,2.3,,,,,,,,,,,,,,,,,
School BU,286683,9,BLM,Black,Mandigo,English,Mandigo,,,1.8,2.4,,,,,,,,,,,,,,,,,
School BM,177671,1,REG,Black,Cape Verdean,Cape Verdean,,,,1.3,1.9,,,,,,,,,,,,,,,,,
School P,276991,2,TLS,Hispanic,Spanish,Spanish,,,S1,1.8,2.4,,,,,,,,,,,,,,,,,
School AK,169965,1,BLS,Hispanic,Spanish,Spanish,,,S1,1.1,1.7,,,,,,,,,,,,,,,,,
School N,215743,1,SI4,Hispanic,English,Spanish,,,Y3,1.8,2.4,,,,,,,,,,,,,,,,,
School BR,153458,6,BIM,Hispanic,Portuguese,English,Portuguese,,,1.7,2.3,,,,,,,,,,,,,,,,,
School L,222317,1,REG,Hispanic,English,English,Spanish,,,1.8,2.4,,,,,,,,,,,,,,,,,
School AD,249512,1,BLM,Hispanic,Spanish,Spanish,,,,1.3,1.9,,,,,,,,,,,,,,,,,
School AB,126505,1,BLS,Hispanic,Spanish,Spanish,,,,1.1,1.7,,,,,,,,,,,,,,,,,
School J,248535,2,REG,Hispanic,Spanish,English,Spanish,,,1.8,2.4,,,,,,,,,,,,,,,,,
School L,283631,3,BLS,Hispanic,Spanish,Spanish,,,,1.7,2.3,,,,,,,,,,,,,,,,,
School X,234177,2,TLS,Hispanic,Spanish,Spanish,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School W,225070,10,BLS,Hispanic,Spanish,Spanish,,,,1.7,2.3,,,,,,,,,,,,,,,,,
School AU,201939,1,SI4,Hispanic,English,Spanish,,,Y3,1.3,1.9,,,,,,,,,,,,,,,,,
School AD,163913,5,BLM,Hispanic,Spanish,Spanish,,,,1.7,2.3,,,,,,,,,,,,,,,,,
School CJ,262798,8,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School CA,191677,11,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School CE,132330,1,SI4,Hispanic,Spanish,English,Spanish,,Y3,1.1,1.7,,,,,,,,,,,,,,,,,
School CC,111709,K2,KED,Hispanic,Spanish,Spanish,Spanish,,R1,1.1,1.7,,,,,,,,,,,,,,,,,
School CC,281173,1,REG,Hispanic,Spanish,Spanish,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School L,137090,2,REG,White,Portuguese,Portuguese,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School W,168958,11,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.4,,,,,,,,,,,,,,,,,
School X,230290,2,TLS,Hispanic,Spanish,English,Spanish,,,1.8,2.4,,,,,,,,,,,,,,,,,
School I,247627,1,REG,Asian,Mandarin,Mandarin,Mandarin,Mandarin,S1,1.8,2.4,,,,,,,,,,,,,,,,,
School W,238877,8,BLS,Hispanic,Spanish,Spanish,,,,1.7,2.2,,,,,,,,,,,,,,,,,
School BU,237929,12,BLM,Hispanic,Spanish,English,Spanish,,,1.7,2.2,,,,,,,,,,,,,,,,,
School BT,262196,1,SI4,Hispanic,Spanish,English,Spanish,,Y3,1.7,2.2,,,,,,,,,,,,,,,,,
School O,232746,6,REG,White,Portuguese,Portuguese,,,,1.7,2.2,,,,,,,,,,,,,,,,,
School AJ,109730,8,TLS,Hispanic,Spanish,Spanish,,,,1.7,2.2,,,,,,,,,,,,,,,,,
School O,130554,1,REG,Hispanic,Spanish,English,Spanish,,,1.7,2.2,,,,,,,,,,,,,,,,,
School CD,140064,11,BLS,Hispanic,Spanish,English,,,,1.7,2.2,,,,,,,,,,,,,,,,,
School BQ,260850,1,REG,Black,Somali,Somali,,,,1.7,2.2,,,,,,,,,,,,,,,,,
School BA ,122817,1,BLM,Black,Portuguese,Portuguese,Portuguese,Portuguese,,1.7,2.2,,,,,,,,,,,,,,,,,
School BT,230002,1,REG,Hispanic,Spanish,Spanish,,,,1.7,2.2,,,,,,,,,,,,,,,,,
School X,283120,2,TLS,Hispanic,Spanish,Spanish,,,,1.7,2.2,,,,,,,,,,,,,,,,,
School Q,130850,4,BLV,Asian,Vietnamese,Vietnamese,,,,1.7,2.2,,,,,,,,,,,,,,,,,
School AB,173220,1,REG,Hispanic,Spanish,English,Spanish,,R1,1.7,2.2,,,,,,,,,,,,,,,,,
School BT,253095,1,REG,Hispanic,Spanish,English,Spanish,,,1.7,2.2,,,,,,,,,,,,,,,,,
School S,288410,5,BLS,Hispanic,Spanish,Spanish,,,,1.7,2.2,,,,,,,,,,,,,,,,,
School P,275394,1,TLS,Hispanic,Spanish,Spanish,,,R1,1.7,2.2,,,,,,,,,,,,,,,,,
School BJ,289924,3,SQ4,Hispanic,Spanish,Spanish,English,Portuguese,Q4,1.7,2.2,,,,,,,,,,,,,,,,,
School N,276054,4,REG,Hispanic,Portuguese,Portuguese,,,,1.4,1.9,,,,,,,,,,,,,,,,,
School L,116904,1,REG,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School CU,169757,11,BLM,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School H,129370,K2,SI4,White,Spanish,Spanish,,,X3,1.1,1.6,,,,,,,,,,,,,,,,,
School BE,156117,1,REG,Asian,Spanish,Spanish,,,,1.2,1.7,,,,,,,,,,,,,,,,,
School AP,106719,2,BLS,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School BO,285742,4,REG,Hispanic,Spanish,Spanish,English,,,1.9,2.4,,,,,,,,,,,,,,,,,
School CN,279489,11,BLM,Black,Cape Verdean,Cape Verdean,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School AD,235411,1,SI4,Hispanic,Spanish,Spanish,English,,X3,1.3,1.8,,,,,,,,,,,,,,,,,
School BF,159283,2,REG,Asian,Mandarin,English,Cantonese,Mandarin,,1.9,2.4,,,,,,,,,,,,,,,,,
School L,100834,1,REG,Hispanic,Portuguese,Portuguese,,,S1,1.4,1.9,,,,,,,,,,,,,,,,,
School AK,282156,2,REG,Hispanic,Spanish,Spanish,English,,,1.9,2.4,,,,,,,,,,,,,,,,,
School CA,119071,9,BLS,Hispanic,Spanish,Spanish,,,,1.6,2.1,,,,,,,,,,,,,,,,,
School AD,238935,4,BLM,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School Z,219238,2,SA4,Hispanic,Spanish,English,,,A4,1.5,2,,,,,,,,,,,,,,,,,
School BN,142474,4,BIS,Hispanic,Spanish,Spanish,,,,1.4,1.9,,,,,,,,,,,,,,,,,
School BQ,156578,2,REG,Hispanic,Spanish,Spanish,,,,1.6,2.1,,,,,,,,,,,,,,,,,
School CD,102447,12,BLS,Hispanic,Spanish,Spanish,,,,1.5,2,,,,,,,,,,,,,,,,,
School W,238848,12,BLS,Hispanic,Spanish,Spanish,English,,,1.9,2.4,,,,,,,,,,,,,,,,,
School AV,234765,1,SI4,Black,Haitian Creole,Haitian Creole,,,Y3,1,1.5,,,,,,,,,,,,,,,,,
School W,223382,11,BLS,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School AF,132189,1,SI4,Hispanic,Spanish,Spanish,,,A3,1,1.5,,,,,,,,,,,,,,,,,
School P,207113,1,TLS,Hispanic,Spanish,Spanish,,,,1.3,1.8,,,,,,,,,,,,,,,,,
School DG,138104,11,SA4,Hispanic,Spanish,Spanish,,,A4,1.9,2.4,,,,,,,,,,,,,,,,,
School L,299355,1,BLS,Hispanic,Spanish,English,Spanish,,,1.3,1.8,,,,,,,,,,,,,,,,,
School AD,285104,1,BLM,Hispanic,Spanish,Spanish,,,,1.1,1.6,,,,,,,,,,,,,,,,,
School BO,148692,1,REG,Asian,Farsi,Farsi,,,R1,1,1.5,,,,,,,,,,,,,,,,,
School AV,238278,2,TLH,Black,Haitian Creole,Haitian Creole,,,R1,1.6,2.1,,,,,,,,,,,,,,,,,
School BG,171227,1,REG,Hispanic,Spanish,English,Spanish,,,1.3,1.8,,,,,,,,,,,,,,,,,
School A,289433,6,BLM,Black,Haitian Creole,English,Haitian Creole,French,,1.9,2.4,,,,,,,,,,,,,,,,,
School R,219154,1,REG,Hispanic,English,English,Spanish,,,1.6,2.1,,,,,,,,,,,,,,,,,
School AU,118409,1,REG,Hispanic,Spanish,English,Spanish,,P1,1.9,2.4,,,,,,,,,,,,,,,,,
School BN,148127,7,BLM,Hispanic,Spanish,Spanish,,,,1.5,2,,,,,,,,,,,,,,,,,
School X,122073,1,TLS,Hispanic,Spanish,Spanish,,,S1,1,1.5,,,,,,,,,,,,,,,,,
School S,141475,2,BLS,Hispanic,Spanish,Spanish,,,,1.6,2.1,,,,,,,,,,,,,,,,,
School CD,227118,9,BLS,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School BD,172449,2,REG,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School BU,281680,9,BLM,Hispanic,Spanish,Spanish,,,,1.6,2.1,,,,,,,,,,,,,,,,,
School BJ,115910,1,REG,Black,Haitian Creole,Haitian Creole,Spanish,,P1,1,1.5,,,,,,,,,,,,,,,,,
School BB,260882,2,REG,Hispanic,Spanish,Spanish,Spanish,,R2,1.9,2.4,,,,,,,,,,,,,,,,,
School J,132750,3,REG,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School AT,236112,12,BLK,Black,Cape Verdean,Cape Verdean,Portuguese,,,1.9,2.4,,,,,,,,,,,,,,,,,
School AD,158822,4,BIM,White,Portuguese,Portuguese,,,,1.6,2.1,,,,,,,,,,,,,,,,,
School W,126444,11,BLS,Hispanic,Spanish,Spanish,,,,1.5,2,,,,,,,,,,,,,,,,,
School AB,140997,1,BLS,Hispanic,Spanish,Spanish,English,,,1.4,1.9,,,,,,,,,,,,,,,,,
School CD,267552,10,BLM,Hispanic,Spanish,Spanish,,,,1.6,2.1,,,,,,,,,,,,,,,,,
School AH,222349,1,BLS,Hispanic,Spanish,Spanish,,,,1.4,1.9,,,,,,,,,,,,,,,,,
School AP,259388,1,REG,Hispanic,Spanish,English,Spanish,,,1.5,2,,,,,,,,,,,,,,,,,
School AA,223406,1,BLM,Hispanic,Spanish,Spanish,English,,,1.2,1.7,,,,,,,,,,,,,,,,,
School CA,164583,9,BLS,Hispanic,Spanish,Spanish,,,,1.4,1.9,,,,,,,,,,,,,,,,,
School DC,274356,12,SL4,Hispanic,Spanish,English,Spanish,,L4,1.9,2.4,,,,,,,,,,,,,,,,,
School BJ,266638,6,REG,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School W,292310,11,BLS,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School C,217761,1,BLS,Hispanic,Spanish,Spanish,,,R1,1,1.5,,,,,,,,,,,,,,,,,
School AB,176863,1,BLS,Hispanic,Spanish,Spanish,,,,1.6,2.1,,,,,,,,,,,,,,,,,
School V,133513,11,REG,Hispanic,Spanish,English,Spanish,,,1.9,2.4,,,,,,,,,,,,,,,,,
School T,215855,5,BLM,Hispanic,Spanish,Spanish,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School AD,163666,1,BLM,Hispanic,Spanish,Spanish,,,,1.5,2,,,,,,,,,,,,,,,,,
School S,291217,1,BLS,Hispanic,Spanish,English,Spanish,,,1.3,1.8,,,,,,,,,,,,,,,,,
School X,190025,1,TLE,White,English,English,Spanish,,X3,1.2,1.7,,,,,,,,,,,,,,,,,
School CE,283042,1,SX4,Hispanic,Spanish,Spanish,Spanish,,X3,1,1.5,,,,,,,,,,,,,,,,,
School BL,292190,1,REG,Hispanic,Spanish,Haitian Creole,English,Spanish,,1.3,1.8,,,,,,,,,,,,,,,,,
School BN,259542,1,REG,Hispanic,Spanish,Spanish,,,,1,1.5,,,,,,,,,,,,,,,,,
School BN,266473,4,BIS,Hispanic,Spanish,Spanish,,,,1.3,1.8,,,,,,,,,,,,,,,,,
School X,173495,1,SX4,Hispanic,Spanish,Spanish,,,X4,1,1.5,,,,,,,,,,,,,,,,,
School CC,282730,2,REG,Hispanic,English,English,Spanish,,,1.9,2.4,,,,,,,,,,,,,,,,,
School AD,164553,4,BLM,Hispanic,Portuguese,Portuguese,,,,1.9,2.4,,,,,,,,,,,,,,,,,
School CJ,185022,7,BLS,Hispanic,Spanish,Spanish,,,,1.6,2.1,,,,,,,,,,,,,,,,,
School CA,284550,10,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School CA,267240,11,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School AG,253606,1,REG,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School BB,131757,1,REG,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School L,142621,3,REG,Hispanic,Portuguese,Portuguese,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School CD,131550,11,BLM,Black,Portuguese,Portuguese,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School BX,227881,9,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School CA,132828,11,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School AD,231526,7,BLM,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School BR,161074,5,BIM,Hispanic,Other,Other,Spanish,,,1.8,2.3,,,,,,,,,,,,,,,,,
School V,143917,10,BIH,Black,Haitian Creole,Haitian Creole,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School CJ,218671,7,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School BU,107292,9,BLM,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School W,213020,9,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School BU,252218,9,BLM,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School X,101842,1,TLS,Hispanic,Spanish,Spanish,English,,S1,1.8,2.3,,,,,,,,,,,,,,,,,
School B,137208,11,BLM,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School O,254449,2,BLM,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School DF,206466,11,BLM,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School A,116917,4,SL4,Hispanic,Spanish,Spanish,,,L4,1.8,2.3,,,,,,,,,,,,,,,,,
School CD,200228,9,BIM,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School BN,143990,8,BLM,Hispanic,Spanish,Spanish,,,,1.8,2.3,,,,,,,,,,,,,,,,,
School AB,216903,1,BLS,Hispanic,Spanish,Spanish,,,,1.4,1.8,,,,,,,,,,,,,,,,,
School G,174949,5,REG,Hispanic,Spanish,Spanish,,,,1.7,2.1,,,,,,,,,,,,,,,,,
School S,216555,2,BLS,Hispanic,Spanish,Spanish,English,,R2,1.4,1.8,,,,,,,,,,,,,,,,,
School L,154749,6,REG,White,Portuguese,Portuguese,,,,1.8,2.2,,,,,,,,,,,,,,,,,
School W,292744,10,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.2,,,,,,,,,,,,,,,,,
School AB,170376,6,BLS,Hispanic,Spanish,Spanish,Spanish,Spanish,,1.8,2.2,,,,,,,,,,,,,,,,,
School O,236115,2,BLM,Hispanic,Spanish,Spanish,,,,1.7,2.1,,,,,,,,,,,,,,,,,
School AU,136934,2,BLM,Hispanic,English,English,Portuguese,Undefined,,1.7,2.1,,,,,,,,,,,,,,,,,
School X,120998,2,TLS,Hispanic,Spanish,Spanish,English,,,1.8,2.2,,,,,,,,,,,,,,,,,
School V,244839,9,SI4,Hispanic,Spanish,English,Spanish,,L3,1.8,2.2,,,,,,,,,,,,,,,,,
School BE,208795,1,REG,White,Arabic,English,Arabic,French,,1.7,2.1,,,,,,,,,,,,,,,,,
School AD,200929,2,BLM,Hispanic,Spanish,Spanish,English,,,1.7,2.1,,,,,,,,,,,,,,,,,
School AA,162906,2,BLM,Black,English,Somali,,,,1.4,1.8,,,,,,,,,,,,,,,,,
School X,160248,6,BIS,Hispanic,Spanish,Spanish,,,,1.4,1.8,,,,,,,,,,,,,,,,,
School BZ,283757,1,SI4,Hispanic,Spanish,English,Spanish,,Y3,1.4,1.8,,,,,,,,,,,,,,,,,
School CP,165059,9,BLC,Asian,Toishanese,Cantonese,,,,1.8,2.2,,,,,,,,,,,,,,,,,
School CN,214189,10,VEP,Hispanic,Spanish,Spanish,,,,1.7,2.1,,,,,,,,,,,,,,,,,
School R,162511,2,BLM,Black,Spanish,Haitian Creole,Spanish,,,1.7,2.1,,,,,,,,,,,,,,,,,
School AB,140769,6,BLS,Hispanic,Spanish,Spanish,Spanish,Spanish,,1.7,2.1,,,,,,,,,,,,,,,,,
School BS,156967,1,REG,Hispanic,Spanish,English,,,S1,1.7,2.1,,,,,,,,,,,,,,,,,
School BU,171638,10,BLM,Hispanic,Spanish,Spanish,,,,1.7,2.1,,,,,,,,,,,,,,,,,
School Q,127713,5,SL4,Asian,Vietnamese,Vietnamese,,,L4,1.7,2.1,,,,,,,,,,,,,,,,,
School AU,243453,2,SI4,Hispanic,Spanish,Spanish,English,,Y3,1.8,2.2,,,,,,,,,,,,,,,,,
School BK,283539,1,SI4,White,English,English,Spanish,,Y3,1.7,2.1,,,,,,,,,,,,,,,,,
School CJ,276089,7,BLS,Hispanic,Spanish,Spanish,,,,1.7,2.1,,,,,,,,,,,,,,,,,
School S,274122,6,BLS,Hispanic,Spanish,Spanish,Spanish,Spanish,,1.4,1.8,,,,,,,,,,,,,,,,,
School DI,222455,1,REG,Hispanic,Spanish,Spanish,,,,1.8,2.2,,,,,,,,,,,,,,,,,
School AB,191530,2,BLS,Hispanic,Spanish,English,Spanish,,,1.7,2.1,,,,,,,,,,,,,,,,,
School W,260618,11,BLS,Hispanic,Spanish,Spanish,,,,1.8,2.2,,,,,,,,,,,,,,,,,
School W,296252,11,BLS,Hispanic,Spanish,Spanish,,,,1.7,2.1,,,,,,,,,,,,,,,,,
School AD,246024,5,BLM,Hispanic,Portuguese,Portuguese,,,,1.7,2.1,,,,,,,,,,,,,,,,,
School A,229510,8,BLM,Hispanic,Spanish,Spanish,,,,1.7,2.1,,,,,,,,,,,,,,,,,
School CT,222843,9,BLM,Asian,Dari Persian,Dari Persian,,,R2,1.4,1.8,,,,,,,,,,,,,,,,,
School CN,231324,12,BLM,White,Spanish,Spanish,,,,1.8,2.2,,,,,,,,,,,,,,,,,
School CD,216090,10,BLM,White,Portuguese,Portuguese,,,,1.8,2.2,,,,,,,,,,,,,,,,,
School AP,191483,4,BIS,Hispanic,Spanish,Spanish,,,,1.4,1.8,,,,,,,,,,,,,,,,,
School AJ,261493,2,TLS,Hispanic,Spanish,English,Spanish,,,1.7,2.1,,,,,,,,,,,,,,,,,
School BU,103799,10,BLM,Hispanic,Spanish,Spanish,,,R2,1.8,2.2,,,,,,,,,,,,,,,,,
School A,139886,2,BLM,Asian,Cantonese,Cantonese,,,R2,1.4,1.8,,,,,,,,,,,,,,,,,
School W,273512,9,REG,White,Portuguese,Portuguese,,,,1.6,2,,,,,,,,,,,,,,,,,
School W,169951,10,BLS,Hispanic,Spanish,Spanish,,,,1.9,2.3,,,,,,,,,,,,,,,,,
School W,210275,10,BLS,Hispanic,Spanish,Spanish,,,,1.9,2.3,,,,,,,,,,,,,,,,,
School AI,270301,2,SX4,Hispanic,Spanish,Spanish,,,X4,1.5,1.9,,,,,,,,,,,,,,,,,
School AL,106905,3,SI4,Hispanic,Spanish,Spanish,,,Y3,1.9,2.3,,,,,,,,,,,,,,,,,
School BM,163275,1,BLS,Hispanic,Spanish,Spanish,,,,1.5,1.9,,,,,,,,,,,,,,,,,
School AD,204885,3,BLM,Black,Amharic,Amharic,,,,1.5,1.9,,,,,,,,,,,,,,,,,
School CA,182578,9,BLS,Hispanic,Spanish,Spanish,,,,1.5,1.9,,,,,,,,,,,,,,,,,
School AK,144994,3,BLS,Hispanic,Spanish,English,Spanish,Spanish,,1.9,2.3,,,,,,,,,,,,,,,,,
School CF,130211,6,REG,Hispanic,Spanish,Spanish,,,R2,1.9,2.3,,,,,,,,,,,,,,,,,
School X,124441,8,TLS,Hispanic,Spanish,Spanish,,,,1.5,1.9,,,,,,,,,,,,,,,,,
School CD,260631,9,BLM,Black,Portuguese,Portuguese,,,,1.5,1.9,,,,,,,,,,,,,,,,,
School T,275266,7,BLM,Hispanic,Haitian Creole,Haitian Creole,Portuguese,,,1.5,1.9,,,,,,,,,,,,,,,,,
School G,248055,1,BLM,White,Portuguese,Portuguese,Portuguese,,,1,1.4,,,,,,,,,,,,,,,,,
School S,152902,6,BLS,Hispanic,Spanish,English,,,,1.5,1.9,,,,,,,,,,,,,,,,,
